Á¾¸ñÄÚµå,Á¾¸ñ¸í,³¯Â¥,°³ÀÎ,¿Ü±¹ÀÎ,±â°ü°è,±ÝÀ¶ÅõÀÚ,º¸Çè,Åõ½Å,ÀºÇà,±âÅ¸±ÝÀ¶,¿¬±â±Ý,±âÅ¸¹ýÀÎ,±âÅ¸¿ÜÀÎ,»ç¸ðÆÝµå
A313760,Àª¸µ½º,20221122,10504,-13431,2917,2917,0,0,0,0,0,0,10,0
A313760,Àª¸µ½º,20221121,8617,-8627,0,0,0,0,0,0,0,0,10,0
A313760,Àª¸µ½º,20221124,-3079,5280,-1201,0,0,0,0,0,0,0,-1000,-1201
A313760,Àª¸µ½º,20221123,-2051,2851,0,0,0,0,0,0,0,0,-800,0
A313760,Àª¸µ½º,20221125,832,-832,0,0,0,0,0,0,0,0,0,0
A313760,Àª¸µ½º,20221128,7156,-7176,0,0,0,0,0,0,0,0,20,0
A313760,Àª¸µ½º,20221130,510,-9470,5320,5000,0,320,0,0,0,4069,-429,0
A313760,Àª¸µ½º,20221129,1397,-4196,3000,3000,0,0,0,0,0,0,-201,0
A313760,Àª¸µ½º,20221202,-11883,11751,-320,0,0,-320,0,0,0,461,-9,0
A313760,Àª¸µ½º,20221201,-7342,6499,-167,0,0,-167,0,0,0,1000,10,0
A313760,Àª¸µ½º,20221206,1583,-2219,0,0,0,0,0,0,0,636,0,0
A313760,Àª¸µ½º,20221205,-1207,1170,0,0,0,0,0,0,0,37,0,0
A313760,Àª¸µ½º,20221208,2910,-3169,0,0,0,0,0,0,0,128,131,0
A313760,Àª¸µ½º,20221207,905,-968,0,0,0,0,0,0,0,62,1,0
A313760,Àª¸µ½º,20221209,-609,348,0,0,0,0,0,0,0,62,199,0
A313760,Àª¸µ½º,20221212,3606,-3687,0,0,0,0,0,0,0,66,15,0
A313760,Àª¸µ½º,20221214,-2223,3203,0,0,0,0,0,0,0,-1000,20,0
A313760,Àª¸µ½º,20221213,546,-566,0,0,0,0,0,0,0,0,20,0
A313760,Àª¸µ½º,20221216,4933,-4933,0,0,0,0,0,0,0,0,0,0
A313760,Àª¸µ½º,20221215,2550,-2550,0,0,0,0,0,0,0,0,0,0
A313760,Àª¸µ½º,20221220,3838,-3838,0,0,0,0,0,0,0,0,0,0
A313760,Àª¸µ½º,20221219,-995,995,0,0,0,0,0,0,0,0,0,0
A313760,Àª¸µ½º,20221222,3272,-2572,0,0,0,0,0,0,0,0,-700,0
A313760,Àª¸µ½º,20221221,2294,-2294,0,0,0,0,0,0,0,0,0,0
